>NC_058066.1
start	end
34994941	34994957
34994962	34994982
34996196	34996218
35003460	35003476
35003482	35003495
35004155	35004174
35007503	35007522
35027103	35027116
35027267	35027283
35028205	35028220
35028931	35028941
35028955	35028971
35038777	35038790
35048166	35048183
35054447	35054465
35057142	35057154
35059487	35059505
35060943	35060959
35068459	35068473
35071604	35071619
35073372	35073394
35098796	35098810
35104517	35104533
35112045	35112050
35115077	35115091
35116523	35116537
35136652	35136668
35137874	35137887
35141088	35141093
35141095	35141100
35142475	35142490
35159094	35159106
35162730	35162735
35162737	35162742
35171247	35171267
35171902	35171919
35172060	35172066
35172197	35172212
35174777	35174788
35175901	35175917
35177899	35177922
35179297	35179310
35182619	35182634
35187645	35187662
35192545	35192557
35193641	35193658
35196648	35196655
35199640	35199656
35206051	35206066
35207649	35207660
35210475	35210491
35211497	35211513
35220059	35220075
35224270	35224285
35230333	35230339
35235265	35235277
35235754	35235759
35243751	35243757
35244786	35244806
35255060	35255077
35260375	35260388
35262009	35262026
35263126	35263142
35263666	35263683
35264282	35264296
35265294	35265311
35269819	35269844
35270144	35270160
35272477	35272491
35273199	35273214
35274494	35274511
35275559	35275572
35275796	35275813
35277558	35277572
35279220	35279234
35280160	35280177
35280544	35280558
35281589	35281607
35282778	35282790
35284210	35284245
35284248	35284261
35293587	35293606
35300077	35300094
35301427	35301446
35305153	35305168
35307171	35307178
35307951	35307964
35309261	35309272
35309731	35309743
35309865	35309879
35313636	35313650
35340140	35340155
35342952	35342960
35346864	35346879
35371587	35371620
35372471	35372484
35373299	35373313
35373818	35373831
35374900	35374914
35381466	35381486
35382710	35382723
35385104	35385119
35385871	35385876
35386800	35386817
35386998	35387014
35387151	35387170
35387635	35387654
35387858	35387873
35388635	35388651
35390445	35390462
35390489	35390507
35391059	35391070
35391092	35391110
35391135	35391153
35402844	35402862
35402918	35402938
35408369	35408384
35408394	35408409
35408427	35408442
35409359	35409376
35414592	35414609
35420185	35420202
35421001	35421019
35422226	35422239
35423149	35423163
35425615	35425629
35427125	35427131
35427133	35427138
35429496	35429510
35432094	35432111
35433006	35433019
35434575	35434588
35440273	35440290
35441097	35441110
35442622	35442630
35453616	35453636
35456561	35456576
35457241	35457259
35457353	35457368
35458100	35458115
35458471	35458494
35461422	35461435
35461513	35461519
35461813	35461832
35462759	35462774
35463282	35463296
35465896	35465911
35469823	35469838
35469989	35470006
35473221	35473226
35478181	35478197
35479868	35479896
35480679	35480685
35481368	35481383
35483801	35483815
35487266	35487287
35487778	35487805
35490263	35490287
35491207	35491221
35506235	35506247
35518121	35518137
35518407	35518414
35537337	35537349
35540637	35540655
35542087	35542101
35546566	35546581
35554237	35554250
35555760	35555773
35585663	35585677
35590008	35590014
35590016	35590021
35596314	35596332
35597509	35597523
35599097	35599109
35600151	35600171
35602026	35602040
35610864	35610876
35633625	35633631
35635757	35635775
35645254	35645271
35649484	35649498
35655119	35655137
35669026	35669039
35673898	35673925
35673989	35674004
35675156	35675168
35676408	35676427
35682609	35682625
35685918	35685930
35692687	35692703
35705567	35705580
35710434	35710445
35718607	35718620
35724129	35724152
35725520	35725537
35731958	35731973
35733872	35733885
35740473	35740488
35741945	35741965
35742246	35742255
35744804	35744819
35752342	35752363
35752402	35752423
35752736	35752741
35752748	35752767
35753562	35753581
35753902	35753913
35754497	35754512
35759554	35759560
35759571	35759588
35775745	35775757
35781205	35781217
35781404	35781418
35791648	35791661
35792960	35792973
35800737	35800752
35801130	35801143
35801226	35801244
35817060	35817077
35819435	35819447
35820055	35820067
35825528	35825540
35831627	35831643
35835892	35835913
35837355	35837371
35848991	35849009
35858594	35858611
35860253	35860276
35907015	35907032
35908375	35908393
35908419	35908434
35911474	35911488
35915563	35915581
35922427	35922435
35933824	35933840
35933919	35933932
35945347	35945367
35948519	35948538
35952401	35952407
35953511	35953524
35954288	35954305
35956492	35956507
35969541	35969552
35985303	35985316
35987304	35987317
35988862	35988877
35989909	35989927
35993655	35993667
36017327	36017341
36023938	36023953
36023968	36023983
36026697	36026705
36041060	36041069
36042927	36042943
36046809	36046830
36057320	36057335
36057866	36057884
36058617	36058631
36064200	36064215
36064554	36064566
36066467	36066473
36066475	36066481
36096831	36096843
36102138	36102150
36109317	36109334
36119299	36119314
36129874	36129888
36135842	36135862
36147690	36147695
36160411	36160423
36173262	36173279
36176273	36176288
36176308	36176324
36182615	36182637
36210367	36210381
36212722	36212741
36223035	36223059
36228439	36228458
36230031	36230042
36232924	36232933
36233879	36233894
36277286	36277302
36278632	36278650
36280186	36280203
36281633	36281653
36282361	36282382
36285258	36285270
36288462	36288478
36288728	36288747
36290515	36290528
36298429	36298442
36311230	36311246
36327511	36327530
36327615	36327628
36328699	36328711
36334494	36334506
36335170	36335187
36340794	36340809
36342446	36342460
36343867	36343883
36346314	36346329
36346560	36346571
36347499	36347512
36350130	36350145
36351323	36351330
36351771	36351786
36355771	36355776
36367048	36367060
36371575	36371593
36375167	36375184
36375578	36375595
36378310	36378325
36387640	36387645
36391024	36391035
36391133	36391147
36391435	36391451
36391909	36391926
36394784	36394799
36394948	36394967
36414260	36414275
36414862	36414883
36415402	36415408
36416968	36416983
36429606	36429619
36448716	36448735
36457443	36457454
36457503	36457513
36467031	36467036
36467521	36467534
36475072	36475085
36489437	36489448
36494467	36494481
36496013	36496034
36496539	36496555
36504216	36504231
36504596	36504607
36505800	36505810
36507898	36507911
36523415	36523435
36525110	36525122
36537564	36537578
36538402	36538418
36547624	36547638
36549627	36549642
36550870	36550889
36551122	36551141
36557353	36557364
36559737	36559749
36561200	36561213
36561995	36562008
36568450	36568468
36568702	36568720
36569970	36569976
36570095	36570102
36570462	36570478
36583326	36583348
36599894	36599911
36602356	36602376
36603933	36603948
36611651	36611669
36613715	36613727
36618833	36618843
36622327	36622341
36625179	36625192
36647242	36647255
36655855	36655860
36655914	36655927
36664755	36664775
36664926	36664933
36664935	36664940
36691472	36691489
36691982	36691987
36698718	36698733
36700453	36700467
36700981	36701002
36701589	36701604
36708099	36708112
36718718	36718735
36720050	36720067
36738138	36738153
36741147	36741159
36743680	36743688
36750407	36750421
36799266	36799280
36803639	36803653
36809337	36809355
36814526	36814543
36820043	36820050
36824952	36824967
36827539	36827551
36828888	36828907
36828920	36828936
36829081	36829105
36833024	36833043
36834266	36834271
36834273	36834278
36844562	36844580
36848299	36848320
36850849	36850865
36866096	36866111
36868754	36868770
36869168	36869180
36871338	36871351
36875010	36875019
36875787	36875802
36876400	36876415
36877623	36877637
36879014	36879026
36896748	36896760
36898443	36898459
36907298	36907316
36910877	36910895
36911122	36911136
36914818	36914828
36915124	36915145
36935795	36935814
36941778	36941790
36944742	36944759
36946287	36946307
36946332	36946345
36947979	36947998
36958881	36958899
36959593	36959606
36959961	36959976
36960807	36960823
36963629	36963643
36984862	36984875
36985062	36985067
36985258	36985271
36985980	36986001
36988458	36988473
36990133	36990147
37002090	37002095
37002978	37002988
37004246	37004259
37019048	37019063
37058691	37058696
37058698	37058703
37058733	37058747
37067537	37067554
37076674	37076679
37076715	37076730
37095382	37095397
37096592	37096609
37110155	37110171
37110600	37110617
37110766	37110784
37119120	37119132
37121384	37121406
37123140	37123155
37134734	37134750
37135119	37135129
37137609	37137623
37139113	37139126
37147809	37147842
37154323	37154338
37160630	37160644
37163937	37163949
37167439	37167454
37167858	37167870
37168915	37168929
37169779	37169796
37172409	37172414
37172478	37172490
37177531	37177537
37191994	37192006
37242265	37242314
37246713	37246726
37249542	37249555
37250987	37251004
37251636	37251650
37251959	37251972
37252595	37252600
37261058	37261073
37261660	37261679
37263718	37263724
37267031	37267047
37267476	37267486
37269889	37269904
37271122	37271139
37279684	37279696
37279772	37279780
37284977	37284988
37286921	37286936
37309774	37309801
37310129	37310134
37310136	37310141
37312143	37312164
37322962	37322978
37323274	37323289
37326213	37326227
37327478	37327494
37333445	37333463
37337414	37337422
37371656	37371668
37372999	37373014
37373312	37373324
37375781	37375798
37381611	37381628
37385558	37385565
37408576	37408591
37415943	37415955
37449010	37449025
37453632	37453645
37455859	37455872
37456161	37456175
37460331	37460348
37465230	37465240
37478605	37478621
37490002	37490014
37493866	37493880
37505434	37505446
37509164	37509178
37517534	37517545
37517936	37517947
37519667	37519688
37519779	37519795
37538065	37538081
37543849	37543865
37544014	37544031
37548072	37548088
37554521	37554537
37556138	37556149
37564257	37564274
37567239	37567250
37568307	37568321
37578027	37578045
37581475	37581495
37585861	37585875
37588036	37588044
37588046	37588054
37595875	37595889
37596596	37596601
37596898	37596915
37599297	37599308
37614694	37614710
37616724	37616729
37620570	37620585
37622478	37622492
37623617	37623625
37625349	37625356
37631385	37631398
37633618	37633633
37640436	37640447
37641749	37641762
37642117	37642130
37642645	37642665
37646622	37646640
37648007	37648014
37650275	37650288
37650642	37650654
37651770	37651783
37659838	37659852
37669103	37669116
37687046	37687060
37693098	37693107
37702944	37702953
37703162	37703180
37703825	37703840
37705792	37705814
37707575	37707587
37709443	37709461
37716450	37716466
37725193	37725228
37742210	37742229
37746618	37746623
37755404	37755416
37755468	37755479
37759205	37759219
37775478	37775495
37778707	37778722
37778845	37778861
37791887	37791899
37793249	37793267
37799602	37799617
37799768	37799782
37800109	37800124
37804976	37804990
37806542	37806565
37822029	37822043
37823968	37823977
37828418	37828426
37830339	37830358
37831145	37831163
37841618	37841634
37843013	37843029
37847739	37847747
37847784	37847798
37853771	37853784
37855936	37855956
37855961	37855976
37856812	37856830
37858804	37858810
37867371	37867387
37870342	37870353
37870414	37870429
37875598	37875612
37880004	37880015
37891574	37891589
37902141	37902156
37908653	37908669
37909165	37909183
37917160	37917173
37919740	37919757
37920235	37920246
37935201	37935216
37943475	37943492
37943505	37943520
37944698	37944713
37949017	37949032
37953062	37953078
37953320	37953332
37954629	37954645
37967969	37967981
37971791	37971808
37973821	37973843
37977441	37977456
38007589	38007604
38009491	38009505
38014303	38014309
38014594	38014610
38019083	38019088
38027245	38027266
38029827	38029839
38030721	38030737
38042975	38042989
38053691	38053713
38063421	38063433
38064869	38064884
38065895	38065911
38066525	38066540
38066544	38066564
38066984	38067003
38067149	38067165
38070586	38070604
38086875	38086889
38090370	38090386
38091828	38091846
38091888	38091903
38092679	38092696
38092736	38092756
38092977	38092997
38102521	38102536
38102728	38102744
38115655	38115669
38128433	38128440
38130516	38130531
38133971	38133977
38141358	38141376
38141791	38141813
38141832	38141851
38142900	38142915
38143091	38143105
38144187	38144200
38152445	38152460
38161438	38161454
38161497	38161514
38169188	38169204
38170470	38170484
38171530	38171542
38172937	38172949
38173742	38173757
38176866	38176879
38179509	38179514
38181032	38181046
38182881	38182892
38183568	38183575
38188997	38189014
38189998	38190009
38190654	38190667
38193966	38193980
38194453	38194469
38196191	38196205
38196302	38196318
38196613	38196630
38200700	38200720
38207595	38207600
38213438	38213452
38217057	38217070
38226329	38226338
38228165	38228177
38234252	38234270
38238367	38238374
38238376	38238382
38239887	38239903
38243223	38243239
38244652	38244668
38244954	38244971
38254000	38254009
38254158	38254172
38255128	38255133
38274971	38274987
38276076	38276081
38276896	38276908
38281817	38281830
38289111	38289123
38290533	38290549
38291101	38291120
38295383	38295397
38300097	38300110
38302138	38302154
38307502	38307519
38312445	38312458
38316673	38316690
38323945	38323957
38324352	38324370
38331833	38331850
38332955	38332970
38347558	38347574
38353819	38353829
38367093	38367098
38375881	38375895
38377384	38377399
38379052	38379065
38379208	38379228
38396013	38396034
38396893	38396908
38404481	38404493
38409054	38409069
38409353	38409368
38410229	38410239
38410604	38410622
38413170	38413181
38417284	38417297
38422188	38422201
38427095	38427103
38431511	38431523
38432007	38432022
38432797	38432803
38434513	38434531
38437373	38437386
38450966	38450982
38453343	38453353
38481227	38481242
38550795	38550806
38556645	38556663
38582312	38582324
38593449	38593462
38599271	38599288
38599765	38599780
38603001	38603020
38603945	38603961
38617057	38617071
38619069	38619083
38619103	38619117
38620907	38620914
38633799	38633817
38637537	38637550
38647504	38647518
38648763	38648770
38648926	38648942
38678875	38678887
38679838	38679853
38688689	38688706
38688749	38688764
38689007	38689024
38689065	38689083
38689696	38689702
38689715	38689730
38691906	38691928
38745397	38745414
38745708	38745722
38747353	38747369
38748330	38748335
38748341	38748355
38748887	38748903
38754022	38754037
38755326	38755341
38755408	38755427
38770018	38770031
38770447	38770470
38787303	38787314
38791661	38791692
38807320	38807334
38810549	38810563
38819582	38819598
38825751	38825770
38830676	38830689
38837283	38837295
38837338	38837354
38852024	38852038
38857255	38857279
38863899	38863917
38869875	38869880
38894451	38894464
38897511	38897525
38898207	38898227
38899839	38899853
38901550	38901564
38919553	38919568
38920977	38920994
38929566	38929580
38949187	38949204
38952715	38952730
38958666	38958682
38986482	38986492
38990713	38990724
38992535	38992543
38996888	38996905
39001382	39001404
39003080	39003097
39004630	39004644
39024268	39024284
39026318	39026329
39033728	39033742
39033975	39033990
39042182	39042195
39047846	39047859
39054132	39054151
39054936	39054955
39055562	39055578
39062742	39062757
39063034	39063047
39066655	39066670
39070083	39070098
39077688	39077694
39091684	39091691
39092304	39092319
39093419	39093434
39095547	39095556
39095576	39095588
39096294	39096340
39096644	39096665
39096691	39096703
39102217	39102236
39104372	39104385
39112594	39112608
39114158	39114174
39124307	39124326
39125381	39125395
39127952	39127964
39145355	39145368
39147016	39147029
39163293	39163307
39168035	39168041
39169435	39169441
39171393	39171410
39171693	39171707
39171994	39172011
39191056	39191068
39203947	39203964
39205330	39205336
39206725	39206740
39207399	39207413
39228838	39228853
39235851	39235864
39236266	39236284
39237552	39237566
39240127	39240140
39240930	39240946
39257065	39257083
39261063	39261068
39290666	39290682
39290770	39290777
39290872	39290887
39291171	39291186
39292004	39292020
39325793	39325805
39325823	39325831
39328086	39328102
39329279	39329298
39329795	39329808
39337539	39337544
39337653	39337673
>NC_058067.1
start	end
16920	16938
18141	18154
18404	18410
24339	24351
33515	33531
42188	42205
59607	59623
61461	61468
61917	61931
61949	61964
65004	65021
65484	65506
88151	88166
88570	88583
98717	98730
100179	100191
101720	101735
102825	102840
107403	107420
110776	110798
115073	115090
118048	118058
128076	128093
142298	142309
153418	153432
160123	160137
160782	160798
163855	163869
167752	167768
179683	179697
180973	180990
181277	181291
182593	182607
182638	182656
183237	183243
194967	194983
194998	195003
195610	195625
202619	202632
206545	206555
237217	237232
239785	239817
241470	241491
241748	241764
243321	243332
247873	247887
248420	248436
251730	251744
251969	251982
252633	252649
280016	280028
282303	282321
283772	283789
295154	295170
303330	303347
306667	306684
313081	313100
313677	313691
313789	313801
314719	314736
317110	317125
317575	317592
328904	328918
331112	331117
332345	332361
335477	335492
350515	350527
350690	350702
355480	355495
358574	358593
384766	384787
387815	387832
389075	389091
392323	392335
403879	403895
416104	416123
417143	417166
417521	417535
441432	441438
442835	442848
445654	445671
447221	447238
487245	487260
487546	487567
513846	513855
516562	516580
535146	535152
544473	544485
550191	550207
550485	550496
567591	567603
568416	568429
572028	572046
577012	577019
578499	578517
584997	585013
586741	586753
587813	587829
590747	590757
597044	597049
597051	597058
598944	598961
601647	601656
603539	603558
615108	615126
615219	615224
626527	626536
628838	628854
633114	633130
634773	634781
635493	635511
645753	645772
648940	648946
655066	655083
658357	658366
660940	660952
661844	661861
666400	666416
672984	672998
673536	673550
673987	674006
675780	675795
682385	682396
684328	684343
686825	686842
687830	687850
699042	699058
700832	700846
709130	709145
709683	709697
710138	710157
711932	711947
720911	720924
721505	721521
721670	721679
727076	727082
730190	730209
732076	732089
732096	732106
733103	733129
734452	734470
741309	741327
744294	744311
747265	747282
748970	748983
750448	750463
753605	753610
755370	755386
756141	756156
763563	763577
764793	764813
766922	766936
777694	777712
782359	782377
782526	782544
786575	786591
792932	792946
797743	797755
798597	798614
799575	799590
803455	803471
807259	807274
807370	807385
810400	810419
812370	812386
818429	818443
826173	826179
827666	827680
835693	835698
838265	838277
841936	841948
842586	842599
852779	852791
853431	853446
859367	859381
875209	875214
875216	875222
881254	881267
884139	884144
892828	892843
897706	897721
897817	897832
901591	901607
906122	906133
912822	912828
919166	919182
922453	922458
922641	922654
923008	923025
923173	923192
927840	927857
937636	937652
937714	937728
940861	940880
947737	947748
961727	961743
963305	963331
977688	977706
977996	978012
980669	980680
980797	980810
983243	983259
989851	989865
1002810	1002819
1005862	1005875
1007929	1007940
1013040	1013063
1016971	1016984
1018927	1018948
1020116	1020133
1020794	1020809
1022941	1022954
1026846	1026857
1040931	1040936
1050225	1050240
1050534	1050549
1061557	1061572
1075570	1075588
1076719	1076733
1084893	1084911
1087760	1087774
1088319	1088334
1088383	1088396
1138007	1138020
1138396	1138411
1163591	1163608
1168246	1168263
1168568	1168575
1187736	1187750
1204914	1204931
1206748	1206763
1206885	1206900
1216098	1216112
1216982	1216998
1230815	1230835
1232832	1232846
1232956	1232973
1234518	1234534
1236495	1236508
1237792	1237802
1252588	1252601
1257073	1257092
1263818	1263830
1266374	1266388
1267254	1267260
1267264	1267269
1267530	1267544
1271221	1271234
1293732	1293746
1299401	1299413
1313501	1313515
1316603	1316619
1320176	1320190
1325867	1325885
1334573	1334586
1339282	1339293
1344466	1344482
1345061	1345077
1347371	1347388
1350796	1350804
1352430	1352452
1353312	1353326
1353753	1353774
1354793	1354812
1355731	1355747
1355806	1355821
1355883	1355895
1357487	1357493
1357501	1357513
1357531	1357548
1357900	1357918
1363017	1363030
1368273	1368288
1369244	1369258
1370772	1370787
1371298	1371312
1380579	1380596
1383074	1383088
1387775	1387791
1389209	1389229
1389314	1389319
1389322	1389329
1402265	1402280
1402583	1402595
1407562	1407574
1408364	1408374
1408497	1408512
1417198	1417213
1420107	1420126
1422296	1422315
1432512	1432525
1441850	1441871
1441875	1441891
1446192	1446208
1459329	1459346
1470757	1470770
1525532	1525549
1529994	1530016
1550033	1550047
1555380	1555397
1555454	1555470
1555724	1555740
1555767	1555772
1555774	1555779
1555805	1555821
1555844	1555860
1558165	1558183
1571745	1571761
1578303	1578323
1578335	1578355
1581188	1581204
1599197	1599212
1599362	1599380
1600534	1600556
1601088	1601107
1603426	1603439
1605802	1605826
1606186	1606204
1607462	1607476
1607770	1607783
1608095	1608112
1609025	1609037
1610594	1610608
1611324	1611343
1618783	1618793
1618865	1618878
1628481	1628495
1628864	1628886
1629653	1629667
1632642	1632654
1635423	1635435
1637914	1637929
1648930	1648945
1654042	1654054
1658426	1658446
1660030	1660043
1661604	1661616
1663148	1663165
1663613	1663631
1663646	1663659
1663667	1663689
1663703	1663718
1663733	1663748
1665284	1665301
1683335	1683348
1684530	1684547
1686247	1686263
1688706	1688721
1694459	1694478
1695906	1695917
1696951	1696963
1698588	1698605
1702876	1702890
1705972	1705987
1710157	1710162
1712372	1712388
1720539	1720544
1720694	1720721
1724215	1724236
1724774	1724784
1742012	1742024
1743657	1743664
1743749	1743764
1757252	1757257
1757278	1757322
1757328	1757334
1761897	1761915
1764217	1764230
1778436	1778448
1781953	1781958
1786907	1786918
1795813	1795828
1803440	1803454
1804004	1804017
1804056	1804067
1806779	1806797
1807051	1807064
1811039	1811051
1813099	1813117
1814581	1814595
1828386	1828400
1832271	1832283
1832425	1832445
1834175	1834180
1834183	1834188
1840855	1840871
1843688	1843701
1848979	1848991
1851798	1851811
1855165	1855170
1861744	1861761
1864557	1864571
1869504	1869518
1870094	1870099
1872990	1873002
1876321	1876335
1887310	1887324
1896659	1896669
1897548	1897563
1905095	1905113
1906950	1906955
1915617	1915623
1915628	1915639
1932600	1932619
1933937	1933949
1939012	1939031
1939048	1939066
1944823	1944838
1953656	1953674
1961107	1961123
1963025	1963041
1984407	1984423
1985169	1985186
1985426	1985447
1985545	1985566
1990880	1990895
2011095	2011107
2024993	2025005
2033223	2033239
2033561	2033575
2044256	2044269
2045094	2045100
2046681	2046695
2046925	2046940
2048227	2048239
2049821	2049834
2051366	2051379
2052958	2052972
2054509	2054515
2056096	2056109
2056339	2056347
2057488	2057503
2058721	2058740
2058856	2058870
2061344	2061360
2064976	2065003
2069107	2069124
2071665	2071670
2071674	2071679
2075599	2075614
2076396	2076416
2083212	2083227
2098009	2098020
2098453	2098472
2099055	2099061
2101869	2101885
2131496	2131513
2131560	2131576
2136915	2136930
2138037	2138051
2139248	2139255
2145465	2145484
2145687	2145708
2146617	2146634
2148606	2148626
2151028	2151045
2172611	2172626
2174282	2174300
2177650	2177673
2194464	2194480
2198651	2198672
2198676	2198681
2224571	2224586
2231214	2231230
2233045	2233058
2235688	2235703
2238970	2238987
2241065	2241078
2241622	2241638
2241815	2241829
2247480	2247492
2248274	2248286
2262665	2262677
2264823	2264838
2265447	2265464
2274284	2274298
2276813	2276834
2281131	2281146
2288024	2288047
2309576	2309594
2320588	2320608
2323129	2323141
2331961	2331978
2332590	2332595
2334754	2334768
2350237	2350244
2356913	2356919
2356923	2356930
2357501	2357515
2359562	2359578
2362810	2362824
2364810	2364824
2365464	2365470
2367408	2367418
2367816	2367829
2374109	2374127
2400135	2400143
2400151	2400167
2404311	2404320
2425265	2425285
2426939	2426954
2433057	2433062
2447948	2447966
2448618	2448634
2453447	2453461
2454501	2454513
2454747	2454769
2454974	2454990
2464671	2464686
2468611	2468625
2470085	2470101
2470148	2470166
2497871	2497887
2499908	2499924
2500415	2500430
2503209	2503225
2503264	2503284
2505069	2505082
2513136	2513156
2514075	2514090
2520654	2520670
2527170	2527184
2530221	2530227
2530350	2530369
2532008	2532023
2533403	2533415
2536544	2536558
2539688	2539700
2542827	2542839
2544425	2544430
2547578	2547583
2558317	2558331
2568159	2568173
2570596	2570610
2570931	2570949
2571421	2571432
2578824	2578836
2584580	2584594
2585110	2585125
2596922	2596932
2609879	2609895
2620033	2620047
2630573	2630592
2630690	2630711
2630952	2630970
2631287	2631299
2631714	2631733
2652925	2652941
2653793	2653806
2655254	2655267
2662440	2662455
2665690	2665708
2671738	2671744
2671958	2671964
2677486	2677492
2677496	2677502
2684490	2684510
2687881	2687893
2700671	2700692
2711215	2711232
2719328	2719333
2723600	2723611
2728611	2728624
2737384	2737397
2743062	2743067
2745897	2745909
2751184	2751199
2762550	2762563
2762705	2762711
2764339	2764344
2766696	2766702
2772272	2772285
2777479	2777495
2779611	2779628
2785993	2786007
2786254	2786271
2786981	2787001
2789090	2789106
2789656	2789671
2791195	2791209
2797795	2797810
2803434	2803452
2810219	2810236
2814649	2814665
2819903	2819920
2821356	2821367
2828698	2828713
2832925	2832931
2832933	2832947
2835165	2835178
2846432	2846448
2846528	2846539
2848177	2848182
2848465	2848470
2858663	2858677
2861651	2861667
2863400	2863407
2868403	2868418
2871472	2871488
2872887	2872904
2897113	2897134
2899256	2899276
2901702	2901707
2919656	2919672
2920190	2920204
2920801	2920817
2944145	2944161
2946254	2946268
2947512	2947528
2948385	2948404
2948805	2948817
2948867	2948882
2949940	2949952
2956149	2956159
2956691	2956704
2956820	2956836
2957357	2957372
2960713	2960733
2962254	2962272
2962399	2962418
2967128	2967148
2972838	2972845
2974122	2974138
2976439	2976457
2976513	2976527
2980379	2980388
2989212	2989227
2990849	2990863
2990968	2990978
2994943	2994957
3006080	3006093
3008607	3008612
3008660	3008674
3032638	3032653
3037381	3037395
3048618	3048634
3064851	3064863
3074183	3074198
3083340	3083351
3091095	3091110
3097198	3097218
3103123	3103135
3103188	3103207
3109061	3109074
3109719	3109735
3135401	3135419
3141812	3141827
3146957	3146968
3151506	3151524
3156558	3156569
3166922	3166946
3178728	3178743
3179346	3179359
3180972	3180985
3181844	3181849
3192139	3192156
3197986	3197998
3217207	3217215
3235018	3235024
3245452	3245457
3247973	3247992
3248293	3248303
3249197	3249209
3252631	3252645
3255136	3255150
3256061	3256077
3261661	3261676
3285134	3285150
3285701	3285708
3294329	3294340
3298556	3298572
3303564	3303580
3306569	3306586
3312377	3312392
3313306	3313318
3314124	3314140
3316226	3316243
3318174	3318179
3321491	3321505
3325846	3325859
3329204	3329210
3331870	3331887
3332999	3333005
3341828	3341844
3345143	3345162
3345760	3345776
3346429	3346447
3347187	3347204
3353241	3353256
3353405	3353424
3368713	3368720
3370942	3370959
3371678	3371692
3371939	3371952
3374188	3374209
3374324	3374336
3379290	3379295
3379298	3379304
3384106	3384120
3397772	3397786
3401041	3401057
3406998	3407012
3408560	3408576
3413183	3413196
3417075	3417094
3417308	3417322
3434711	3434726
3434938	3434957
3435365	3435378
3439345	3439360
3440036	3440050
3445150	3445164
3446386	3446398
3450448	3450463
3450536	3450554
3453834	3453849
3459601	3459606
3460592	3460601
3460872	3460891
3461572	3461583
3464686	3464695
3472496	3472501
3473997	3474002
3474662	3474678
3491901	3491914
3493714	3493725
3498002	3498014
3500671	3500676
3518750	3518763
3526945	3526958
3527160	3527172
3531168	3531181
3534050	3534056
3536399	3536412
3544036	3544049
3544944	3544956
3545280	3545297
3548575	3548598
3566831	3566848
3571316	3571326
3578353	3578370
3579329	3579343
3583181	3583199
3593830	3593845
3601500	3601518
3602668	3602684
3610270	3610286
3613371	3613386
3613524	3613539
3617064	3617081
3623121	3623135
3626681	3626694
3626824	3626839
3636681	3636693
3638089	3638106
3645045	3645058
3645575	3645590
3658074	3658090
3660231	3660247
3668294	3668299
3673808	3673822
3674275	3674290
3677330	3677343
3684640	3684655
3701841	3701847
3703429	3703442
3703816	3703830
3704202	3704216
3704896	3704911
3706742	3706756
3708493	3708521
3709629	3709639
3710163	3710178
3712301	3712324
3712384	3712400
3716570	3716586
3719467	3719483
3722839	3722852
3735130	3735135
3735500	3735518
3736972	3736987
3737392	3737406
3737428	3737445
3739977	3739995
3740303	3740308
3740410	3740423
3745876	3745891
3746205	3746210
3746764	3746781
3746809	3746829
3748750	3748767
3750055	3750073
3753731	3753746
3770062	3770076
3777607	3777626
3786931	3786954
3788068	3788084
3788365	3788387
3789835	3789862
3793415	3793427
3793541	3793554
3793830	3793845
3794206	3794221
3804449	3804456
3804780	3804796
3809022	3809039
3810552	3810559
3810561	3810567
3838747	3838757
3852313	3852327
3864564	3864577
3871822	3871835
3874242	3874255
3876503	3876519
3878086	3878098
3888358	3888375
3906112	3906122
3920504	3920522
3936264	3936279
3936438	3936452
3939767	3939780
3939951	3939962
3940071	3940085
3943887	3943900
3946942	3946957
3946977	3946991
3950514	3950527
3953837	3953852
3954003	3954016
3961594	3961610
3962814	3962828
3976432	3976441
3984096	3984101
3984820	3984836
3985322	3985335
3988023	3988039
3997071	3997081
4007637	4007654
4015297	4015309
4016988	4017001
4018249	4018254
4020865	4020882
4020994	4021010
4042191	4042209
4050951	4050968
4057212	4057227
4057511	4057522
4059841	4059858
4075820	4075825
4075851	4075868
4078479	4078486
4079892	4079908
4080335	4080353
4080567	4080579
4083811	4083827
4084184	4084199
4104400	4104408
4109322	4109340
4109870	4109889
4128064	4128071
4128073	4128078
4176646	4176663
4181816	4181834
4182795	4182811
4183163	4183179
4183924	4183938
4187460	4187473
4187499	4187511
4191732	4191750
4203103	4203117
4203328	4203341
4203555	4203573
4206617	4206631
4210232	4210238
4212476	4212489
4212550	4212565
4216091	4216108
4216725	4216741
4223310	4223326
4227501	4227514
4227904	4227917
4232845	4232857
4234215	4234233
4237401	4237417
4238250	4238263
4245883	4245896
4245925	4245940
4247362	4247375
4255190	4255209
4267511	4267531
4271748	4271753
4278609	4278626
4280945	4280957
4284674	4284694
4289477	4289487
4300529	4300546
4314379	4314391
4328619	4328634
4331111	4331125
4346529	4346545
4346694	4346711
4348978	4348993
4350966	4350979
4356794	4356810
4359530	4359546
4365185	4365197
4417889	4417897
4418076	4418094
4418674	4418691
4451140	4451156
4468355	4468368
4473604	4473618
4479468	4479482
4481828	4481840
4483530	4483548
4487440	4487451
4536484	4536497
4547171	4547184
4558144	4558159
4568268	4568291
4586121	4586135
4594855	4594871
4595020	4595039
4595786	4595804
4607189	4607196
4609052	4609070
4609364	4609379
4621951	4621956
4621958	4621964
4624568	4624587
4625431	4625445
4625565	4625580
4631787	4631799
